	Judul	Konten
10	Golkar: Siapapun ketua tim pemenangan harus berkolaborasi dengan parpol koalisi | merdeka.com	"	 Merdeka.com - Ketua Umum PPP Romahurmuziy, mengatakan, bahwa pimpinan parpol koalisi sudah menyiapkan tiga nama untuk menjadi ketua tim pemenangan Joko Widodo-Ma'ruf Amin di Pilpres 2019 mendatang. Terkait hal tersebut, Golkar tak mempermasalahkan siapapun yang ditunjuk.""Sebenarnya siapapun itu tergantung paslon tunjuk. Yang jelas siapapun yang ditunjuk bisa berkolaborasi partai politik yang ada di dalam,"" ucap Sekjen Golkar Lodewijk F Paulus, di kantor DPP NasDem,  Jakarta, Rabu (15/8).Dia menepis, sampai sekarang sudah mengerucut menjadi satu nama. ""Tidak, belum ada mengerucut sama sekali,"" jelas Lodewijk.Meskipun demikian, dia berharap Ketua Tim Pemenangan harus segera dipilih. Walaupun dirinya berkelakar tak mengetahui kapan waktunya.""Saya belum tahu, tapi kita harapkan secepatnya kita ketahui. Patokannya tanggal 23 September kita harus mulai kampanye,"" ungkap Lodewijk.Menurut dia, dengan nantinya Ketua Tim Pemenangan sudah terpilih, maka hasil kerja yang selama ini dilakukan, bisa langsung dilaporkan dan bergerak.""Tim ini sudah bekerja. Tapi sementara dihandle, kan ada sekarang saja sudah 5 wakil Ketua, karena Pak Hasto menangani kesekretariatan. Dengan adanya ketua kita akan laporkan, kita langsung bergerak,"" ujarnya.Reporter: Putu Merta Surya PutraSumber: Liputan6.com [rzk]"
11	Risma siap jika ditunjuk jadi tim pemenangan Jokowi-Ma'ruf Amin | merdeka.com	"	 Merdeka.com - Kader PDIP yang juga Wali Kota  Surabaya, Tri Rismaharini mengaku bersedia menjadi tim pemenangan bakal calon presiden dan wakil presiden, Joko Widodo dan Ma'ruf Amin. Namun dia menjelaskan hingga saat ini Ketua Umum PDIP Megawati Soekarnoputri belum memberikan mandat kepadanya untuk jadi tim pemenangan.""Ya siap saja kalau pas waktunya bisa. Karena kan kalau Pak Jokowi seluruh Indonesia,"" kata Risma ketika ditemui di Kantor Wakil Presiden Jusuf Kalla, Jalan Merdeka Utara,  Jakarta Pusat, Rabu (15/8).Dia menjelaskan menjadi bagian dari tim pemenangan harus ada surat dan mandat dari tim koalisi serta dari PDIP.""Ya enggak tahu lah. Aku kalau gitu kan ditunjuk, aku ndak bisa. Itu kan harus ada surat perintahnya. Enggak bisa harus masuk tim sukses, tim opo namanya, lupa aku juga namanya,"" kata Risma.Dia pun tidak memaksakan kehendak untuk bisa jadi tim pemenangan Jokowi-Ma'ruf Amin. Sebab jika dipaksakan masuk dalam tim tersebut akan ditegur pihak panitia pengawas pemilu.""Ya nanti kan aku kan di situ ada namaku, kalau ikut, kalau enggak ya enggak bisa karena kan akan ditegur sama Panwas,"" ungkap Risma. [dan]"
12	Hidayat Nur Wahid soal Wagub DKI: Setahu saya bukan Pak Aher | merdeka.com	"	 Merdeka.com - Partai Keadilan Sejahtera (PKS) mengakui adanya kesepakatan dengan Partai Gerindra terkait posisi Wagub DKI yang ditinggalkan Sandiaga Uno. Menurut Wakil Ketua Majelis Syuro PKS, Hidayat Nur Wahid, posisi itu akan diisi oleh kader PKS.""Sudah ada pembicaraan secara prinsip antara pihak Gerindra dan PKS, Pak Prabowo dengan Pak Sohibul Iman untuk kemudian legowo, kemudian disepakati itu untuk PKS,"" kata Hidayat di Kompleks Parlemen, Senayan,  Jakarta, Rabu (15/8).Di internal PKS memang menguat beberapa nama untuk mengisi posisi Wakil Gubernur DKI Jakarta, di antaranya, Ketua DPP PKS Mardani Ali Sera dan mantan Gubernur Jawa Barat Ahmad Heryawan (Aher).Hidayat sampai saat ini belum mengetahui siapa yang akan menjadi Wakil Gubernur menggantikan Sandiaga. Namun dia menegaskan sosok itu bukanlah Aher ataupun mantan Menteri Energi dan Sumber Daya Mineral (ESDM) Sudirman Said.""Ya saya enggak mengerti ya siapa yang kemudian memunculkan nama-nama ada Pak Aher, ada Pak Mardani. Kalau merujuk pada aturan perundangannya yang mengajukan adalah partai politik atau gabungan partai politik yang kemarin mengajukan Pak Anies-Sandi,"" ungkapnya.""Tentu digodok di DPP, dan setahu saya bukan Pak Aher. Tunggu aja,"" ucapnya.Wakil Ketua MPR ini menegaskan pengganti Sandiaga itu bisa berasal dari PKS ataupun Profesional. Dia meminta semua pihak menunggu keputusan dari resmi DPP.""Ya dari PKS satu yang kemudian profesional yang diendorse PKS,"" tandasnya. [dan]"
13	KPU: Pilpres 2019 dipastikan satu putaran | merdeka.com	"	 Merdeka.com - Komisi Pemilihan Umum (KPU) memastikan Pilpres 2019 hanya akan ada satu putaran. Ini dikarenakan hanya ada dua bakal pasangan calon yang akan berkontestasi.""Untuk pemilu sekarang, dipastikan tidak ada putaran kedua, karena cuma dua calon,"" ujar Ilham, di Hotel Holiday Inn  Jakarta Kemayoran, Jakarta Utara, Rabu (15/8/2018).Ilham menjelaskan, putaran kedua dapat terjadi jika ada pasangan calon lebih dari dua. Jika hanya ada dua pasangan calon maka setelah perhitungan suara dapat langsung ditetapkan sesuai dengan ketentuannya.""Ya itu kalau ada calon yang lebih dari dua, kalau udah dua nggak perlu diperhitungkan kembali dari suara yang mereka peroleh maka mereka ditentukan sebagai pemenang,"" ucap Ilham menjelaskan.Adapun bunyi rancangan peraturan KPU tentang Penetapan Hasil Pemilu pada Bab III, mengenai Penetapan pasangan calon presiden dan wakil presiden terpilih dalam pasal 8 ayat (1), sebagai berikut:Pasal 8 ayat (1):(1) KPU menetapkan Pasangan Calon yang memperoleh suara lebih dari 50% (lima puluh persen) dari jumlah suara sah dalam Pemilu Presiden dan Wakil Presiden sebagai Pasangan Calon terpilih, dengan ketentuan:a. memperoleh paling sedikit 20% (dua puluh persen) suara di setiap provinsi; danb. perolehan suara sah sebagaimana dimaksud dalam huruf a tersebar di lebih dari 50% (lima puluh persen) jumlah provinsi di Indonesia.Reporter: YunizafiraSumber: Liputan6.com [ded]"
14	Tim Jokowi-Ma'ruf sebut Prabowo selalu menang polling di medsos tak sesuai realita | merdeka.com	"	 Merdeka.com - Sekretaris Tim Pemenangan Jokowi-Ma'ruf Raja Juli Antoni menyatakan pihaknya tidak akan menggunakan akun robot atau bot untuk media sosial. Menurut dia, tim yang ada akan menyajikan data yang sesuai dengan fakta.""Enggak lah (gunakan akun bot). Yang penting itu kami akan mempergunakan medsos untuk menampilkan data bukan fitnah. Jadi benar-benar menampilkan apa yang sudah dilakukan Pak Jokowi dan apa yang akan dilakukan Pak Jokowi. Jadi jauh lah dari akun-akun fitnah,"" kata Raja Juli Antoni di  Jakarta, Rabu (15/8).Soal fenomena polling pemenangan Capres dan Cawapres untuk Pilpres 2019 di medsos, dirinya menyebut selalu memenangkan pasangan Prabowo-Sandiaga. Menurut dia, itu bukan sesuai realita.""Justru kita lihat polling yang ada di Twitter, yang menang Pak Prabowo dan Sandiaga terus dan itu menangnya 90 persen. Bagi saya itu tidak menggambarkan realitas. Itu tak ada metodologinya,"" ungkap Raja Juli.Dia memberikan contoh hal itu sempat terjadi dalam Pilkada Jawa Barat 2018. Saat itu memenangkan pasangan Sudrajat-Syaikhu.""Berapa kali dulu pas Pilgub Jabar kelihatan bahwa pasangan Sudrajat-Syaikhu menang 90 persen. Tapi sama sekali tidak benar dan menggambarkan itu,"" tutur Sekjen PSI tersebut.Dia meminta para pendukung Jokowi tidak melakukan hal yang serupa. ""Saya sih mengatakan itu tidak benar dan saya imbau teman-teman Jokowers (pendukung Jokowi) jangan ikut-ikut cara begitu. Ya itu kaya bikin Twitter pakai bot segala macam,"" katanya.Menurut dia, hal tersebut tak perlu. Karena masyarakat sudah mengetahui bagaimana faktanya.""Buat apa? Mempengaruhi opini publik? Publik juga udah paham kok. Masa menangnya 90 persen gitu,"" pungkasnya.Reporter: Putu Merta Surya PutraSumber: Liputan6.com [dan]"
15	Tim Pemenangan Jokowi-Ma'ruf tetap buka peluang Mahfud MD bergabung | merdeka.com	"	 Merdeka.com - Mantan Ketua Mahkamah Konstitusi (MK), Mahfud MD batal menjadi pendamping Joko Widodo di Pilpres 2019. Meski demikian, Tim Pemenangan Jokowi-Ma'ruf Amin tetap membuka peluang bagi Mahfud untuk bergabung ke dalam tim.Diketahui, dalam acara ILC tvOne, Selasa (14/8) malam, Mahfud mengatakan akan tetap mendukung Jokowi dengan membantunya di Badan Pembinaan Ideologi Pancasila (BPIP).""Ya tentu saja. Apalagi beliau kan juga merupakan tokoh yang punya pengalaman yang sangat luas. Pernah jadi anggota dewan, kemudian hakim konstitusi, pernah jadi menteri, dan bagian dari simbol persaudaraan bersama dari para pemimpin,"" ucap Sekjen PDIP Hasto Kristiyanto di  Jakarta, Rabu (15/8).Dia pun tetap berkeyakinan bahwa Mahfud MD tetap bersama Jokowi. Meskipun yang bersangkutan di Pilpres 2014 mempunyai sejarah bersama Prabowo Subianto.""Kami meyakini semua bersama-sama. Pak JK sebagai wakil presiden yang selama ini mendampingi pak Jokowi. Semua bersama-sama bergandengan tangan,"" jelas Hasto.Sementara itu, Sekjen NasDem Johnny G Plate menuturkan sekarang ini semua tergantung Mahfud MD sendiri, menerima atau tidak.""Semua tergantung pada Pak Mahfud,"" kata Johnny.Reporter: Putu Merta Surya PutraSumber: Liputan6.com [dan]"
16	Bertemu Prabowo-Sandi, Wapres JK berpesan laksanakan pemilu dengan jurdil | merdeka.com	"	 Merdeka.com - Wakil Presiden Jusuf Kalla (JK) menerima bakal capres-cawapres Prabowo Subianto dan Sandiaga Salahuddin Uno di rumah dinasnya Jalan Dipenogoro,  Jakarta Pusat, Rabu (15/8) malam. Dalam pertemuan tersebut, JK berpesan kepada mereka agar melaksanakan pemilu 2019 dengan jujur dan adil serta demokratis.""Jadi tadi kita berbicara tentang bagaimana pemilu yang baik yang jujur yang adil dan demokratis,"" kata JK usai bertemu Prabowo dan Sandi di rumah dinasnya.Dia menjelaskan, pertemuan tersebut kapasitasnya sebagai wapres. Dan tidak boleh berpihak kepada siapapun.""Saya ini sebagai wapres, di semua pihak, tidak bisa berpihak. Sebagai politisi bisa saja kita berpihak. Tapi sebagai wapres kita harus menjalin hubungan dengan seluruh elemen bangsa,"" ujar JK.Dia mengatakan, persaingan boleh terjadi pada saat pemilu. Tetapi persahabatan yang terjalin puluhan tahun tidak boleh terputus.""Ini kan politik seperti yang dikatakan pak Prabowo tadi. Kita itu hanya bersaing melalui pemilihan lima tahun. Tapi persahabatan puluhan tahun. Jadi tidak boleh putus hanya karena lima tahun,"" kata JK.JK menepis pertemuannya dengan Prabowo-Sandi bentuk lobi politik. Politisi senior Partai Golkar ini menegaskan tidak ada ajakan dari bakal capres-cawapres yang didukung Gerindra, PKS, PAN dan Demokrat itu untuk menjadi tim pemenangan.""Enggak. Pertanyaanmu usil saja,"" kata JK ketika ditanya awak media usai menerima Prabowo-Sandiga Uno di rumah dinasnya, Jalan Dipenogoro, Jakarta, Rabu (15/8) malam.Hal tersebut juga ditepis oleh Prabowo. Dia menilai JK terlalu senior untuk jadi ketua tim pemenangannya. ""Terlalu senior. Terlalu senior,"" sambut Prabowo.Dia pun tidak merasa posisinya terjepit sebagai Wapres dan sahabat Prabowo puluhan tahun. Apalagi, kata JK, dengan Sandiaga Uno yang posisinya lebih muda.""Oh tidak, tidak. Saya bilang dua kali bersaing, tapu tetap bersahabat, apalagi sandi. Lebih junior dari saya,"" kata JK.Diketahui JK bertemu dengan bakal capres-cawapres, Prabowo Subianto dan Sandiaga Uno selama satu jam. Dalam pertemun tersebut, Prabowo meminta restu kepada JK sebagai wapres untuk menjalankan Pilpres 2019.""Jadi hari ini saya dan pak Sandiaga Uno yang sudah mendaftar menajdi calom presiden dan calon wakil presiden dalam pemilihan yang akam datang sesuai adat dan istiadat kita bangsa Indonesia yang muda dateng kepada yng lebih senior utnuk sowan untuk mohon restu kita akan melaksanakan suatu pekerjaan untuk rakyat kita,"" kata Prabowo. [gil]"
17	Setelah JK, Prabowo berencana temui Jokowi usai 17 Agustus | merdeka.com	"	 Merdeka.com - Ketua Umum Partai Gerindra Prabowo Subianto akan melakukan pertemuan dengan Joko Widodo. Rencananya pertemuan digelar usai hari perayaan kemerdekaan Republik Indonesia yakni 17 Agustus. Prabowo berniat menemui Jokowi usai pada malam ini terlebih dahulu menemui Wakil Presiden Jusuf Kalla (JK).Baik Prabowo dan Jokowi akan kembali bersaing menjadi calon presiden di Pilpres 2019.""Mungkin setelah 17 Agustus,"" ucap Prabowo usai menemui Wapres Jusuf Kalla (JK) di rumah dinas JK, Menteng,  Jakarta Pusat, Rabu malam (15/8).Prabowo menjelaskan alasan ingin menemui Jokowi untuk membangun demokrasi yang baik meski menjadi rival di Pilpres.""Jadi demikian saya juga pada saatnya kita juga akan minta waktu ke pak Jokowi kita tetap ingin melaksanakan demokrasi yang dewasa yang baik yang santun supaya demokrasi kita keliatan sangat matang dewasa dan sebagainya,"" kata Prabowo.Mantan Danjen Kopassus itu juga belum memastikan apakah akan hadir di acara sidang tahunan MPR yang akan dihadiri Jokowi sebagai Presiden untuk melakukan pidato kenegaraan. Sidang digelar besok pagi di gedung Gedung DPR MPR, Senayan, Jakarta.""Kita lihat besok,"" singkat Prabowo.Malam ini pun Prabowo menyambangi JK sebagai bentuk silaturahim sesama rival politik. Dia juga berencana bertemu Jokowi supaya demokrasi berjalan dewasa.""Saya juga pada saatnya kita juga akan minta waktu ke pak Jokowi kita tetap ingin melaksanakan demokrasi yang dewasa yang baik yang santun supaya demokrasi kita keliatan sangat matang dewasa dan sebagainya,"" ujar Prabowo. [rzk]"
18	Tim medsos akan dibekali narasi kepemimpinan Jokowi-Ma'ruf 5 tahun mendatang | merdeka.com	"	 Merdeka.com - Sembilan sekjen koalisi pendukung Joko Widodo-Ma'ruf Amin menggelar pertemuan membahas agenda tim pemenangan. Sekjen PDI Perjuangan Hasto Kristiyanto mengatakan 11 direktorat diundang dalam pertemuan itu.Mereka menjabarkan strategi 11 direktorat dalam memenangkan pasangan Jokowi-Ma'ruf. Hasto menuturkan, pertemuan ini juga menyepakati adanya konsolidasi dan pelatihan tim sosial media.Rencananya, tim sosmed pemenangan Jokowi-Ma'ruf akan bertemu di Gedung MNC, Kebon Sirih,  Jakarta Pusat. Disana tiap partai dan relawan akan mengirimkan 10 perwakilan untuk dimasukkan dalam tim sosmed.""Kami putuskan akan dilakukan konsolidasi sosmed bertempat di gedung MNC grup,"" kata Hasto di Kantor DPP NasDem, Menteng, Jakarta, Rabu (15/8).Hasto menjelaskan, pelatihan itu bertujuan untuk menyatukan dan membekali tim sosmed dengan narasi-narasi dari kepemimpinan Jokowi-Ma'ruf untuk 5 tahun mendatang.""Dimana parpol dan para relawan mengirim masing-masing 10 dan komponen-komponen relawan untuk menyatukan diri dalam narasi untuk menggambarkan bagaimana keseluruhan kepemimpinan Jokowi-Ma'ruf untuk rakyat,"" jelasnya.Ada syarat khusus untuk menjadi tim sosmed, yakni mereka yang berusia di bawah 35 tahun. Hal itu disesuaikan dengan semangat yang ditunjukkan Jokowi sebagai tokoh kaya akan pengalaman di pemerintahan.""Besok khusus tim sosmed yang menyatukan diri dalam gerak pemenangan Jokowi-Ma'ruf usia di bawah 35 tahun,"" ungkapnya.Lebih lanjut, kata Hasto, kegiatan pelatihan tim sosial media juga bertujuan untuk menyatukan narasi antara tim kampanye dan relawan. Tim kampanye sendiri berada di bawah koordinasi command and control room yang diisi oleh 9 sekjen.""Karena itu kegiatan besok untuk menyatukan diri dalam sosmed antara tim kampanye dan relawan semua bergabung bersama-sama di bawah 35 tahun,"" papar Hasto.Dalam pertemuan ini, 9 sekjen juga sepakat seluruh elemen pendukung mensosialisasikan pasangan Jokowi-Ma'ruf ke seluruh pelosok nusantara.""Nah di dalam rapat hari ini di NasDem, kami juga menyepakati seluruh parpol bersama relawan bergerak di daerah kemudian mengampanyekan secara serentak pasangan Jokowi,"" tuturnya.Tak hanya itu, seluruh elemen pemenangan Jokowi-Ma'ruf juga sepakat memanfaatkan momen HUT RI ke-73 untuk menggelorakan semangat nasionalisme ke seluruh daerah di Indonesia.""Dan kemudian menggunakan momentum 17 Agustus untuk mengelolakan kembali semangat nasionalisme, rasa cinta kepada tanah air, semangat untuk membangun kemampuan bangsa agar berproduksi agar mandiri dan berkebudayaan Indonesia. Itu tadi yang menjadi pokok bahasan,"" tandasnya. [ded]"
19	Temui Wapres JK, Prabowo-Sandiaga minta restu maju Pilpres | merdeka.com	"	 Merdeka.com - Wakil Presiden Jusuf Kalla menerima bakal capres-cawapres, Prabowo Subianto dan Sandiaga Uno di rumah dinasnya, Jalan Diponegoro,  Jakarta Pusat, Rabu (15/8). Pertemuan tersebut berlangsung selama satu jam.Dalam pertemuan tersebut, Prabowo dan Sandi meminta restu kepada JK sebagai wakil presiden untuk mengikuti Pilpres 2019.""Jadi hari ini saya dengan pak Sandiaga Uno yang sudah mendaftarkan sebagai capres-cawapres dalam pemilihan yang akan datang. Sesuai adat dan istiadat kita bangsa Indonesia yang muda dateng kepada yang lebih senior untuk sowan untuk mohon restu kita akan melaksanakan suatu pekerjaan untuk rakyat kita,"" kata Prabowo usai bertemu JK di rumah dinas JK, Jalan Diponegoro, Jakarta, Rabu (15/8) malam.Dia menjelaskan kunjungannya sekaligus menjaga hubungan baik dengan politikus senior seperti JK. Walaupun sering bersaing dalam dunia perpolitikan, kata Prabowo, tetap saling bertukar pandangan.""Saya memiliki hubungan yang sangat baik. Sangat kekeluargaan cukup lama kan ya? Kita saling tukar menukar pandangan selalu,"" ungkap Prabowo.""Terkadang kita berada di tempat yang bersaing kan sebagai rival,"" lanjut Prabowo.Ucapan Prabowo itu disambut canda oleh Wapres JK. ""Dua kali kita (jadi rival) saya kira,"" kata JK sambil tertawa.Kunjungan tersebut, kata Prabowo, adalah bentuk demokrasi yang baik. Walaupun bersaing tetapi tetap saling bertukar pandangan.""Tapi itulah politik yang baik, demokrasi yang baik. Bersaing, berkompetensi dan dengan keras. Tapi tetap bersahabat. Tetap dalam suasana kekeluargaan kita sama-sama anak bangsa, anak bangsa indonesia. Sama-sama punya tanggung jawab,"" ungkap Prabowo.Baginya sesama anak bangsa punya tanggung jawab sama untuk memperbaiki bangsa dan negara lebih baik. Kedatangan Prabowo juga meminta restu karena telah menjadi calon presiden bersama cawapresnya Sandiaga Uno. [rzk]"
