media,judul,konten,,
Kompas2,Cium Tangan Syafruddin untuk Jusuf Kalla dan Megawati... - Kompas.com,", JAKARTA, KOMPAS.com - Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi ( Menpan RB)  Syafruddin mencium tangan Jusuf Kalla dan Megawati Soekarnoputri usai dilantik Presiden Joko Widodo di Istana Negara, Jakarta, Rabu (15/8/2018).Rangkaian pelantikan Syafruddin dimulai dengan mengucapkan sumpah jabatan sebagai menteri dan menandatangani berita acara.Acara ditutup dengan pemberian ucapan oleh Presiden  Jokowi, Wakil Presiden Jusuf Kalla beserta seluruh tamu undangan yang hadir.Baca juga: Polri: Syafruddin Sudah Mengundurkan Diri dari KepolisianKetika bersalaman dengan Presiden Jokowi dan Ibu Negara Iriana, Syafruddin tampak tidak mencium tangannya.Keduanya hanya memiringkan badannya supaya dapat diabadikan momennya oleh para fotografer.Namun, berbeda ketika ia bersalaman dengan Jusuf Kalla, Ibu Mufidah Kalla dan Presiden ke -5 Megawati Soekarnoputri. Syafruddin menggenggam tangan mereka, kemudian menciumnya.Baca juga: Jadi Menpan-RB, Syafruddin Diharapkan Bersihkan Lingkungan PNS dari Korupsi  Pengamatan Kompas.com, hanya Jusuf Kalla, Mufidah, dan Megawati yang tangannya dicium oleh Syafruddin ketika bersalaman.Diketahui, Presiden Jokowi melantik Syafruddin sebagai Menteri PAN-RB pada Rabu pagi. Ia menggantikan Asman Abnur yang mengundurkan diri karena PAN, partai politik tempatnya bernaung, tidak lagi mendukung Jokowi pada Pemilu 2019.Pelantikan Syafruddin dilaksanakan di Istana Negara didasarkan pada Surat Keputusan Presiden Nomor 142P Tahun 2018 tentang Pemberhentian dan Pengangkatan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Kabinet Kerja dalam sisa masa jabatan periode 2014-2019.",,
Kompas2,Ini Daftar Harta Kekayaan Jokowi - Kompas.com,", JAKARTA, KOMPAS.com - Komisi Pemberantasan Korupsi (KPK) merilis laporan harta kekayaan calon presiden Joko Widodo di situs elhkpn.kpk.go.id, Senin (15/8/2018). Dilansir dari dokumen yang diunduh dari situs tersebut, Jokowi memiliki total kekayaan mencapai Rp 50.248.349.788.Kekayaannya mencakup pada harta berupa tanah dan bangunan, alat transportasi dan mesin, harta bergerak lainnya, serta kas dan setara kas.Baca juga: Nyapres, Ini Jumlah Harta Kekayaan Prabowo Subianto Jokowi memiliki total 20 bidang tanah dan bangunan yang tersebar di Sukoharjo, Surakarta, Karanganyar, Sragen, Jakarta Selatan dan Boyolali.Adapun total nilai harta tanah dan bangunan yang dimiliki Jokowi mencapai Rp 43.888.588.000.Mantan Gubernur DKI Jakarta itu memiliki 12 kendaraan dengan nilai total mencapai Rp 1.083.500.000. Kedua belas kendaraan itu terdiri dari, Suzuki Pick Up Tahun 1997 senilai Rp 10 juta, Isuzu Truck tahun 2002 senilai Rp 60 juta, Yamaha Vega Tahun 2001 senilai Rp 2,5 juta.Kemudian, Marcedes Benz Tahun 2004 senilai Rp 175 juta, Marcedes Benz Tahun 1996 senilai Rp 60 juta dan Isuzu Truck Tahun 2002 senilai Rp 60 juta.Adapula Daihatsu Espass Tahun 1997 senilai Rp 25 juta, Nissan Grand Livina Tahun 2010 senilai Rp 125 juta, Isuzu Panther ST Wagon Tahun 1996 senilai Rp 36 juta.Selain itu, Toyota Innova Tahun 2011 senilai Rp 170 juta, Nissan Juke Tahun 2012 senilai Rp 270 juta dan Chopperland Chopper Tahun 2017 senilai Rp 140 juta.Harta bergerak lainnya yang dimiliki Jokowi senilai Rp 360 juta. Jokowi tercatat tak memiliki surat berharga. Sementara kas dan setara kas yang dimiliki Jokowi senilai Rp 6.109.234.704. Dalam dokumen itu, Jokowi tercatat memiliki hutang sebesar Rp 1.192.972.916.",,
Kompas2,"Para Politisi yang Pindah ""Gerbong"" di Pemilu 2019... - Kompas.com",", JAKARTA, KOMPAS.com — Jelang Pemilu 2019, partai-partai dan politisi mulai adu strategi. Tujuannya, apalagi kalau bukan untuk memenangi kontestasi.Salah satu strategi adalah ""memasang"" para jagoan yang akan menjadi calon wakil rakyat. Mereka yang dipilih tentu saja yang berpeluang mendulang suara.Fenomena politisi pindah partai jelang pemilu pun tak terelakkan. Sejumlah nama tercatat akan bertarung dengan ""gerbong"" alias partai baru pada Pemilu 2019.Siapa saja mereka?Berikut disarikan Kompas.com dari Daftar Calon Sementara ( DCS) yang diakses melalui situsweb KPU: Fauzi H Amro Anggota DPR RI periode 2014-2019 dari Daerah Pemilihan (Dapil) Sumatera Selatan I asal Partai Hanura, Fauzi H Amro, akan kembali mencalonkan diri dalam pemilihan anggota legislatif pada Pemilu 2019. Namun, kali ini ia memutuskan untuk melaju di bawah bendera partai besutan Surya Paloh, Nasional Demokrat (Nasdem).Wanda HamidahWanda Hamidah merupakan anggota DPRD DKI Jakarta periode 2009-2014 dari Partai Amanat Nasional.Pada Pemilu 2019, Wanda kembali maju menjadi caleg DPR dari Dapil DKI Jakarta I dengan diusung oleh partai baru, Nasdem.Okky AsokawatiOkky Asokawati, yang dikenal sebagai politisi Partai Persatuan Pembangunan (PPP), akan kembali mencalonkan diri pada Pemilu 2019.Mamat Rahayu AbdullahMamat Rahayu Abdullah tercatat pernah menjadi Ketua Kelompok Fraksi Partai Golkar di Komisi IX DPR. Namun, dirinya mengundurkan diri dari Golkar sejak Januari 2013.Pada Maret di tahun yang sama, ia memutuskan untuk masuk dan bergabung dengan Partai Nasdem.Pada Pemilu 2019, Mamat akan kembali mencalonkan diri dari Dapil Banten II dengan membawa bendera Partai Nasdem. Ahmad Adly FayruzAdly Fairuz terkenal sebagai aktor di panggung hiburan Tanah Air. Ia memutuskan untuk terjun di dunia politik dan bergabung dengan Partai Keadilan Sejahtera (PKS) pada Februari 2018.Namun, untuk Pemilu 2019, Adly Fairuz memutuskan maju sebagai calon  anggota DPR dari Dapil Jawa Tengah I bersama Partai Nasdem.Christian JohnIa maju dengan dukungan dari Partai Nasdem. Sebelumnya, ia tercatat sebagai politisi Partai Demokrat.Hanya bertahan selama 6 bulan, Chris John memutuskan hengkang dari Demokrat dan merapat ke Nasdem.Venna MelindaVenna Melinda adalah mantan pesohor di jagat hiburan Indonesia yang sudah lama masuk ke ranah politik dengan menjadi anggota dewan di kursi DPR RI.Saat ini, ia tercatat anggota DPR dari Fraksi Demokrat mewakili Dapil Jawa Timur VI.Pada Pemilu 2019, Venna kembali mencalonkan diri, tetapi dari Partai Nasdem. Arif S. Suditomo Arif Suditomo merupakan mantan pembaca berita di salah satu stasiun televisi swasta yang saat ini menjabat sebagai anggota Fraksi Hanura di DPR yang mewakili Dapil Jawa Barat I.Ia akan kembali mencalonkan diri sebagai calon anggota DPR dari dapil yang sama, tetapi dengan gerbong berbeda. Arif akan maju dari Partai Nasdem.  Krisna Mukti Krisna Mukti merupakan artis tenar di era 1990-an hingga 2000-an awal. Saat ini, ia duduk di DPR Fraksi Partai Kebangkitan Bangsa (PKB) dari Dapil Jawa Barat X.Partai Nasdem akan menjadi kendaraan politik baru Krisna pada Pemilu 2019.Luki HakimLuki Hakim kini duduk sebagai anggota DPR mewakili Dapil Jawa Barat VI dari Partai Amanat Nasional (PAN).Kini, ia pindah ke Partai Nasdem dan akan kembali mencalonkan diri dalam Pemilu 2019.Dadang RusdianaPolitisi asal Partai Hanura, Dadang Rusdiana, yang saat ini duduk di Komisi V DPR RI, memutuskan untuk meninggalkan partai yang diketuai oleh Oesman Sapto Odang itu.Siti Hediati SoehartoSiti Hediati alias Titiek Soeharto merupakan anak keempat Presiden kedua RI Soeharto.Kini, Titiek telah bergabung dengan Partai Berkarya yang didirikan oleh adik bungsunya, Hutama Mandala Putra alias Tommy Soeharto.Pada Pemilu 2019, Titiek akan ikut bertarung dengan gerbong baru, Partai Berkarya.Priyo Budi SantosoTak hanya Titiek yang memutuskan untuk hengkang dari Partai Golkar dan pindah ke Partai Berkarya.Mantan politisi Golkar, Priyo Budi Santoso, akan maju sebagai caleg Partai Berkarya mewakili Dapil Jawa Timur I.Eggi SudjanaEggi Sudjana dikenal sebagai sosok aktivis nasional yang sempat mencalonkan diri dalam pemilihan kepala daerah, yakni sebagai calon gubernur pada Pilkada Jawa Timur 2013.Ia berasal dari Partai Pemersatu Bangsa (PPB) dan saat ini beralih ke PAN untuk maju menjadi calon anggota legislatif pada Pemilu Legislatif 2019.Hal itu ia lakukan karena partai lamanya tidak memiliki suara yang cukup untuk menghantarkan dirinya maju ke Senayan.Abraham LungganaAbraham Lunggana saat ini menjabat sebagai Wakil Ketua DPRD DKI Jakarta dari Fraksi Partai Persatuan Pembangunan (PPP).Ia maju dalam perebutan kursi DPR 2019 nanti, namun tidak bersama partai lamanya, PPP.Ia mencalonkan diri mewakili dapil DKI Jakarta III.Sarifuddin SudingPolitisi Hanura Sarifuddin Suding tercatat sebagai anggota DPR dari Dapil Sulawesi Tengah.Namun, untuk pencalonan anggota DPR 2019-2024, Suding akan maju melalui Partai Amanat Nasional (PAN), tak lagi bersama Hanura.Usman Perdanakusuma Usman Perdanakusuma pernah mencalonkan diri sebagai anggota DPR pada Pemilu 2009 Dapil Jawa Timur I dan diusung oleh Partai Kebangkitan Bangsa (PKB).Namun perolehan suaranya tak cukup untuk mengantarkan PKB mendapatkan kursi di DPR.Pada Pemilu 2019, ia akan kembali mencoba peruntungan, kali ini bersama Partai Persatuan Pembangunan (PPP).Achmad Dimyati KusumahAchmad Dimyati merupakan anggota Fraksi PPP dari Dapil DKI Jakarta III.Pada Pemilu 2019, ia akan kembali mencalonkan diri dari Dapil Banten I, tetapi dengan partai yang berbeda, yaitu PKS.",,
Kompas2,"Rabu Pagi Ini, Wakapolri Komjen Syafruddin Dilantik Jadi Men PAN-RB - Kompas.com",", JAKARTA, KOMPAS.com - Komisaris Jenderal (Pol)  Syafruddin, Rabu (15/8/2018) pagi, akan menduduki jabatan baru.Ia tidak lagi menjabat sebagai Wakil Kepala Polri, melainkan akan diangkat Presiden Joko Widodo menjadi Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PAN-RB).Koordinator Staf Khusus Presiden Teten Masduki mengonfirmasi bahwa Syafruddin akan dilantik Presiden di Istana Negara Rabu pagi.""Iya, rencananya jam 10.00 dilantik,"" kata Teten saat dikonfirmasi, Rabu.  Baca juga: Ketua DPR Sebut Jokowi Tunjuk Wakapolri Jadi Menpan-RB, Dilantik BesokReshuffle ke-5 yang dilakukan Presiden Jokowi selama kepemimpinannya ini didasarkan atas konsekuensi politik, bukan rapor merah Menteri PAN RB pendahulu, Asman Abnur.Partai Amanat Nasional (PAN), tempat Asman bernaung memutuskan tidak lagi mendukung Jokowi pada Pemilihan Presiden 2019 mendatang.PAN memilih mendukung pasangan bakal capres Prabowo Subianto dan cawapres Sandiaga Uno bersama Partai Gerindra, Partai Keadilan Sejahtera (PKS) dan Partai Demokrat.""Jadi, keputusan ini konsekuensi dari dinamika politik perkoalisian. Sekali lagi, jadi ini soal koalisi,"" ujar Pratikno saat dijumpai di Kompleks Istana Presiden, Jakarta, Selasa (14/8/2018) kemarin.Ia sekaligus mengonfirmasi bahwa rencana mengganti Asman dari jabatannya saat ini sudah dibahas oleh partai politik Koalisi Indonesia Kerja sejak lama.Sementara, tentang kinerja Asman selama ini, Pratikno mengatakan, Presiden Joko Widodo sangat mengapresiasinya.""Dari kinerjanya, menteri asal PAN di pemerintahan, dalam hal ini Pak Asman Abnur, Bapak Presiden merasa sangat puas dan bagus,"" ujar Pratikno.Mengundurkan diriAsman sendiri menyadari bahwa pergantian dirinya merupakan konsekuensi dari PAN yang memilih jalan oposisi. Daripada menjadi beban bagi pemerintah, Asman telah menyatakan akan mengundurkan diri.""Tentu saya harus berpikir jangan sampai saya jadi beban pemerintah, beban Pak Presiden. Kalau diperkenankan, saya mohon kalau bisa diizinkan untuk mundur,"" kata dia, Selasa pagi.Pada Selasa malam, Asman bertemu Presiden Jokowi di Istana Presiden Bogor. Di depan Jokowi, Asman mengajukan permohonan pengunduran diri sebagai Menteri PAN-RB.Baca juga: Tak Ingin Jadi Beban Presiden Jokowi, Asman Abnur Ingin Mundur dari KabinetIa berharap langkahnya melegakan semua pihak. Ia juga berharap apa yang telah dikerjakan selama ini di Kementerian PAN-RB dapat diteruskan oleh penggantinya secara lebih baik.""Mudah-mudahan apa yang saya lakukan merupakan langkah yang baik, sehingga tidak ada melukai semua pihak, sehingga kehadiran saya bisa digantikan orang yang lebih netral. Saya berdoa mudah-mudahan yang menggantikan lebih baik dari saya,"" kata dia, Selasa malam.Perkuat koalisiPolitisi PDI Perjuangan Puan Maharani mengatakan, pencopotan Asman Abnur dari jabatan Menteri PAN-RB adalah untuk memperkuat partai politik koalisi pendukung Jokowi pada Pemilu 2019 atau yang bernama Koalisi Indonesia Kerja.Baca juga: Sekjen PDI-P Apresiasi Asman Abnur yang Berniat Mundur dari KabinetDiketahui, anggota Koalisi Indonesia Kerja, yakni PDI Perjuangan, Golkar, Nasdem, Hanura, PKB, PPP, PSI, PKPI dan Perindo.""Kalau melihat secara etika, apa pun, PAN sudah menyatakan mendukung capres dan cawapres berbeda dengan yang ada di pemerintahan hingga 2019. Kalau melihat seperti itu, memang sangat dimungkinkan (pencopotan Asman) untuk memperkokoh dan memperkuat koalisi yang terbentuk sekarang, ya mengundurkan diri saja,"" ujar Menteri Koordinator Pembangunan Manusia dan Kebudayaan tersebut.  ",,
Kompas2,KPK: Laporan Harta Kekayaan Presiden Jokowi Lengkap - Kompas.com,", JAKARTA, KOMPAS.com - Juru Bicara Komisi Pemberantasan Korupsi (KPK) Febri Diansyah mengungkapkan, laporan harta kekayaan calon presiden Joko Widodo telah terverifikasi lengkap.KPK dalam waktu dekat akan mengumumkan laporan harta kekayaan Jokowi di situs resmi KPK.""Saat ini pelaporan LHKPN atas nama calon Presiden Joko Widodo sudah terverifikasi lengkap. Proses berikutnya adalah pemberitahuan pada pelapor LHKPN dan pengumuman di website KPK,"" kata Febri dalam keterangan tertulis, Rabu (15/8/2018).Baca juga: Nyapres, Ini Jumlah Harta Kekayaan Prabowo Subianto Ia mengatakan, masyarakat nantinya bisa mengakses ikhtisar laporan kekayaan calon presiden atau calon wakil presiden di situs elkhkpn.kpk.go.id pada bagian e-announcement.""Terakhir sebagai Presiden, Joko Widodo telah melaporkan kekayaan di tahun pelaporan 2017, dan pengumumannya disahkan pada 13 Juli 2018 yang juga dapat dilihat di website elhkpn.kpk.go.id,"" kata Febri.Baca juga: Ditemani Sudirman Said, Sandiaga Uno Lapor Harta Kekayaan ke KPKPada pelaporan 2017 lalu, total harta kekayaan Jokowi senilai Rp 49.062.239.628.Hingga saat ini, KPK telah menyatakan berkas laporan harta kekayaan yang lengkap atas laporan capres Prabowo Subianto, cawapres Sandiaga Uno dan capres Joko Widodo.KPK baru mengumumkan laporan harta kekayaan Prabowo melalui situs elhkpn.kpk.go.id.",,
Kompas2,Kapolri Akan Segera Tunjuk Pengganti Syafruddin - Kompas.com,", JAKARTA, KOMPAS.com - Komisaris Jenderal  Syafruddin resmi menjabat Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PAN-RB). Prosesi pelantikan dipimpin Presiden Joko Widodo, Rabu (15/8/2018) pagi, di Istana Negara, Jakarta. Lantas siapa pengganti Syafruddin sebagai Wakil Kepala Kepolisian RI? Kepala Biro Penerangan Masyarakat Polri Brigjen Pol Mohammad Iqbal mengatakan, hal itu merupakan hak prerogratif Kapolri untuk menunjuk  Wakapolri. “Sampai saat ini belum ada putusan dari pimpinan, karena jabatan Wakapolri tersebut adalah murni hak prerogratif bapak Kapolri,” kata Iqbal di Mabes Polri, Rabu (15/8/2018).Baca juga: Polri: Syafruddin Sudah Mengundurkan Diri dari Kepolisian  “Tapi kita prediksi tidak lama lagi pak Kapolri segera menunjuk siapa Wakapolri yang akan mendampingi bapak Kapolri mengawaki institusi Polri,” sambung Iqbal. Lebih lanjut, kata Iqbal mengenai kriteria pengganti Sjadruddin akan dipilih dari perwira tinggi Polri. “Bisa bintang dua, bintang tiga bisa kalau sudah bintang itu adalah tidak mengikuti mekanisme yang ada kepangkatan,” tutur Iqbal. “Kalau misalnya pamen (perwira menengah) dari komisaris polisi menjadi sampai ke kombes harus melewati tahapan-tahapan masa kepangkatan. Kalau sudah bintang seperti saya kalau dibutuhkan oleh institusi, organisasi demi kepentingan organisasi, kepentingan bangsa, dan negara bisa dipercepat bisa satu hari dua hari tiga hari,” sambung Iqbal.Sebelumnya, Iqbal membenarkan akan pengunduran diri Komjen Syafruddin dari anggota Polri. Pengunduran diri Syafruddin telah melalui prosedur dan mekanisme yang berlaku di Polri. Iqbal menuturkan, bahwa pengunduran diri Syafruddin telah mendapat persetujuan dari Kapolri Tito Karnavian dan telah melaporkan kepada Presiden Republik Indonesia Joko Widodo.",,
Kompas3,Syafruddin Resmi Jabat Menteri PAN-RB - Kompas.com,", JAKARTA, KOMPAS.com — Komisaris Jenderal Syafruddin resmi menjabat Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PAN-RB).Prosesi pelantikan dipimpin Presiden Joko Widodo, Rabu (15/8/2018) pagi, di Istana Negara, Jakarta.Prosesi pelantikan diawali pembacaan Surat Keputusan Presiden Nomor 142P Tahun 2018 tentang Pemberhentian dan Pengangkatan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Kabinet Kerja dalam sisa masa jabatan periode 2014-2019.Baca juga: Tak Ingin Jadi Beban Presiden Jokowi, Asman Abnur Ingin Mundur dari KabinetKeppres dibacakan Deputi Bidang Administrasi Aparatur Kementerian Sekretariat Negara Cecep Sutiawan.""Ditetapkan di Jakarta pada tanggal 14 Agustus 2018, Presiden Joko Widodo,"" ujar Cecep.Setelah itu, di depan rohaniwan yang membawa Al Quran, Syafruddin mengucapkan sumpah jabatan sebagai menteri dibimbing oleh Presiden Jokowi.Baca juga: Jusuf Kalla Puji Kinerja Asman Abnur, tetapi...Berikut sumpah jabatan yang dilafalkan Syafruddin:""Demi Allah saya bersumpah, bahwa saya akan setia kepada UUD Tahun 1945 serta akan menjalankan segala peraturan perundang-undangan dengan selurus-lurusnya demi darma bakti saya kepada bangsa dan negara. Bahwa saya dalam menjalankan tugas jabatan akan menjunjung tinggi etika jabatan, bekerja dengan sebaik-baiknya, dengan penuh rasa tanggung jawab.""Baca juga: Mundur sebagai Menteri, Asman Abnur Akan Fokus Jadi Caleg PANSetelah itu, Syafruddin menandatangani berita acara pelantikan. Presiden Jokowi juga menandatangani dokumen yang sama.Prosesi pelantikan ditutup dengan pemberian ucapan selamat oleh Presiden Jokowi, Wakil Presiden Jusuf Kalla, beserta seluruh tamu yang hadir.Hadir dalam pelantikan itu pimpinan MPR, DPR, dan DPD, serta sejumlah menteri Kabinet Kerja.Syafruddin menggantikan Asman Abnur yang mundur lantaran partainya, PAN, mengusung pasangan Prabowo Subianto-Sandiaga Uno.",,
Kompas3,"Masuk Tahun Politik, Sidang Tahunan Angkat Tema Bhinneka Tunggal Ika - Kompas.com",", JAKARTA, KOMPAS.com -  Sidang Tahunan MPR, DPR, DPD pada tahun ini mengangkat tema Bhinneka Tunggal Ika. Tema ini sengaja dipilih karena penyelenggaraan sidang tahun ini bertepatan dengan tahun politik menjelang Pemilihan Presiden 2019.""Kita memasuki tahun politik jadi kita ingin unsur kebinekaan ini semua tetap teduh, sebagai bangsa kita tetap menjaga kesatuan persatuan,"" kata Sekjen DPR Indra Iskandar sebelum pelaksanaan sidang tahunan di Kompleks Parlemen, Senayan, Jakarta, Kamis (16/8/2018).Tema Bhinneka Tunggal Ika ini diterapkan salah satunya lewat pidato yang akan disampaikan Ketua DPR  Bambang Soesatyo.Baca juga: Rangkaian Acara Pelaksanaan Sidang Tahunan MPR""Di dalam pidato politik Ketua DPR nanti ia mengajak semua saling menjaga, menghargai setiap perbedaan. Makanya tema kali ini bhineka tunggal ika,"" kata dia.Selain itu, tema kebinekaan ini juga tampak lewat dekorasi di Kompleks Parlemen. Salah satunya adalah tiang pilar yang diselimuti berbagai batik khas nusantara.""Ya itu kreasi teman-teman karena tahun ini dengan tema kebinekaan dimunculkan ciri khas kebudayaan pada ornamen-ornamen, tapi secara keseluruhan tahun ini jauh lebih sederhana. Meski sederhana kita ingin tetap menonjolkan salah satu ciri khas budaya indonesia yaitu batik,"" kata dia.Rangkaian acara  sidang tahunan MPR-DPR-DPD akan dimulai pada pukul 09.00 WIB di gedung ""kura-kura"" kompleks Parlemen, Senayan, Jakarta.Diawali dengan rangkaian seremonial pembuka, selanjutnya acara akan diisi dengan pembukaan sidang tahunan oleh Ketua MPR RI Zulkilfi Hasan dan pidato Presiden Joko Widodo tentang kinerja lembaga negara.Baca juga: Sidang Tahunan MPR, Jokowi Akan Berpidato Tiga Kali Selanjutnya, acara kedua yakni sidang bersama DPR-DPD akan dilaksanakan pukul 10.40 WIB.Ketua DPR Bambang Soesatyo akan berpidato sekaligus membuka sidang. Presiden juga akan menyampaikan pidato kenegaraan dalam rangka Hari Ulang Tahun RI.Adapun acara terakhir merupakan sidang pidato Presiden dalam rangka penyampaian RAPBN 2018. Acara diawali pidato Ketua DPR RI Bambang Soesatyo untuk dan dilanjutkan pidato Presiden.Puncaknya, adalah penyerahan RUU tentang APBN Tahun 2018 beserta nota keuangan dan dokumen pendukung kepada Ketua DPR RI.",,
Kompas3,Strategi Nasional Pencegahan Korupsi Akan Dievaluasi Tiap 2 Tahun - Kompas.com,", JAKARTA, KOMPAS.com - Kepala Badan Perencanaan dan Pembangunan Nasional (Bappenas)  Bambang Brodjonegoro menyatakan strategi nasional pencegahan  korupsi yang dirintis oleh KPK dan kementerian/lembaga terkait akan dievaluasi secara bersama setiap dua tahun sekali.""Karena tantangan pencegahan (korupsi) itu akan dinamis dan berubah dari waktu ke waktu,"" kata Bambang dalam konferensi pers di gedung KPK, Jakarta, Rabu (15/8/2018).Bambang ingin memastikan aksi nasional pencegahan korupsi yang diamanatkan oleh Peraturan Presiden Nomor 54 Tahun 2018 bersifat jangka panjang dan bisa menghasilkan perubahan mendasar di Indonesia ke depannya.Ia melihat perpres terbaru lebih fokus dibanding sebelumnya. Dalam perpres 54/2018 terdapat tiga aspek utama yang paling menjadi permasalahan utama di Indonesia saat ini, yaitu perizinan dan tata niaga, keuangan negara, dan penegakan hukum serta reformasi birokrasi.Baca juga: Masyarakat Pragmatis dan Lingkaran Setan Korupsi""Perpres lama fokusnya lebih banyak. Nah, kami coba buat lebih fokus sesuai arahan Bapak Presiden (Joko Widodo), bahwa Presiden menginginkan pencegahan korupsi itu yang fokus pada kegiatan atau hal yang berpotensi menimbulkan korupsi,"" kata Bambang.Ia juga menekankan perpres ini bisa mencegah korupsi dari akarnya. Sebab, perpres ini akan membuat pencegahan korupsi terkoordinasi dengan baik bersama lembaga/kementerian terkait.""Sehingga akhirnya apapun yang kami rencanakan dan diimplementasikan bisa berjalan mulus sesuai harapan, sesuai target yang sudah kami setting,"" kata dia.""Ke depannya KPK diharapkan tidak lagi melakukan penindakan bukan karena KPK tidak mau, tapi karena korupsinya juga berkurang atau hilang,"" sambung dia.Hal senada juga disampaikan Ketua Komisi Pemberantasan  Korupsi (KPK) Agus Rahardjo. Ia berharap strategi nasional pencegahan korupsi mampu menghasilkan perubahan mendasar secara menyeluruh.""Saya berharap walaupun ke tiga hal tadi, saya berharap rencana aksi nasional pencegahan korupsi, bisa mendorong perubahan yang mendasar dan signifikan bagi perkembangan kita ke depan,"" kata Agus.Ia mengungkapkan, upaya pemberantasan korupsi harus melibatkan banyak pihak. Sebab, ruang lingkup penanganan pemberantasan korupsi sangat luas di berbagai sektor.Beberapa di antaranya seperti rekrutmen pegawai negeri sipil, independensi peradilan, pengadaan barang dan jasa, perizinan tambang hingga pemanfaatan anggaran negara.""Ini kan hal-hal yang membutuhkan kerja sama. Karena KPK enggak mungkin sendirian. Ini kerja bersama. Sistem harus diperbaiki,"" katanya.Agus juga menjamin keberadaan perpres ini tak berpengaruh pada independensi kinerja KPK. Sebab, dalam perpres ini KPK memiliki posisi strategis mengingat pimpinan KPK terlibat aktif menyusun strategi nasional pencegahan korupsi.Baca juga: Perpres tentang Pencegahan Korupsi Diharapkan Buat Perubahan MendasarDi sisi lain, Menteri Dalam Negeri Tjahjo Kumolo menilai persoalan mendasar yang ada di Indonesia, adalah rendahnya komitmen dan integritas di kalangan aparatur pemerintahan pusat dan daerah. Sehingga, perlu penanganan sistematis dan terkoordinasi dengan baik.Ia mengungkapkan, Kemendagri menemukan banyak kasus yang berkaitan dengan kejahatan korupsi, seperti penyalahgunaan wewenang, pernainan proyek fiktif, penyalahgunaan anggaran, laporan fiktif, serta suap dan gratifikasi.""Mudah-mudahan perpres ini bisa lebih meningkatkan komitmen kita semua, karena ini permasalahan serius yang harus kita hadapi bersama,"" kata Tjahjo.",,
Kompas3,Prabowo Ingin Bertemu Presiden Jokowi Sebelum Pilpres - Kompas.com,", JAKARTA, KOMPAS.com - Bakal calon presiden sekaligus Ketua Umum Partai Gerindra  Prabowo Subianto mengungkapkan keinginannya untuk bertemu Presiden Joko Widodo sebelum Pilpres 2019.Hal itu ia katakan setelah bertemu Wakil Presiden Jusuf Kalla di rumah dinas wapres, Jalan Diponegoro, Jakarta Pusat, Rabu (15/8/2018) malam.Dalam pertemuan itu hadir pula bakal calon wakil presiden Sandiaga Uno.""Kami juga akan minta waktu (untuk bertemu) Pak  Jokowi,"" ujar Prabowo saat memberikan keterangan seusai pertemuan.Baca juga: Maju Pilpres 2019, Prabowo-Sandiaga Minta Restu Jusuf KallaPrabowo mengatakan dirinya ingin melaksanakam demokrasi yang baik dan mengedepankan nilai-nilai kesantunan.Meski menjadi rival dalam kontestasi Pilpres 2019, namun nilai-nilai persahabatan dan kekeluargaan harus tetap dijaga.Pertemuan dengan Presiden Jokowi, kata Prabowo, akan dijadwalkan setelah peringatan HUT RI 17 Agustus 2018.""Kami tetap ingin melaksanakan demokrasi yang dewasa, yang baik, yang santun supaya demokrasi kita kelihatan sangat matang dan dewasa,"" kata Prabowo.Baca juga: Kamis Sore Ini, Prabowo-Sandiaga Dijadwalkan Bertemu Pimpinan PBNUTerkait pertemuannya dengan Jusuf Kalla, Prabowo mengatakan dirinya meminta restu terkait pencalonannya sebagai capres-cawapres pada Pilpres 2019.Menurut Prabowo, pertemuan itu juga bertujuan untuk menjaga hubungan baik dan kekeluargaan antara dirinya dan Kalla.Kendati Prabowo pernah menjadi pesaing Kalla dalam Pilpres 2009 dan 2014, namun ia menegaskan tetap menjalin persahabatan dengan politisi senior Partai Golkar itu sejak lama.""Sesuai dengan adat istiadat kita bangsa Indonesia, yang muda datang ke yang lebih senior untuk sowan. Mohon restu kita akan melakukan pekerjaan untuk rakyat kita,"" ucap Prabowo.",,
